OBJECTID_1,OBJECTID,District,Route,Rte_SFX,County,PM_PFX,Postmile,PM_SFX,Descriptn,Back_pk_h,Back_pk_m,Back_AADT,Ahead_pk_h,Ahead_pk_m,Ahead_AADT,Lon_S_or_W,Lat_S_or_W,Lon_N_or_E,Lat_N_or_E
3108,3108,5,152, ,SCR,T,2.929,R,"WATSONVILLE, ON EAST LAKE STREET AT MAIN STREET", , , ,1400,12100,11000,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-121.75688,36.910242
3109,3109,5,152, ,SCR,T,3.273,R,"EAST BEACH ST AT LINCOLN, END RIGHT ALIGN",1200,10800,9700, , , ,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-121.752201,36.913657
3110,3110,5,152, ,SCR,T,2.929,L,"WATSONVILLE, EAST LAKE ST/MAIN ST, BEGIN LEFT ALIGN", , , ,1200,11200,10100,-121.75688,36.910242,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
3111,3111,5,152, ,SCR,T,3.273,L,"WATSONVILLE, EAST LAKE ST/LINCOLN, END LEFT ALIGN",2400,21900,19600, , , ,-121.753723,36.915016,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
3112,3112,5,152, ,SCR, ,0.257, ,EAST BEACH ST AT LINCOLN, , , ,1600,14900,13500,-121.753723,36.915016,-121.752201,36.913657
3113,3113,5,152, ,SCR, ,0.38, ,"WATSONVILLE, ON EAST LAKE STREET AT LINCOLN STREET",1600,14900,13500,1900,22300,20200,-121.7525192,36.91589399,-121.7536868,36.91498364
3114,3114,5,152, ,SCR, ,0.383, ,ON EAST LAKE ST AT LINCOLN ST,1900,22300,20200,2200,21800,19300,-121.7524898,36.91591541,-121.753723,36.915016
3115,3115,5,152, ,SCR, ,0.714, ,BECK AVENUE,2200,21800,19300,2500,22800,21100,-121.7492464,36.91828083,-121.7492464,36.91828083
3116,3116,5,152, ,SCR,R,1.995, ,HOLOHAN/COLLEGE ROADS,2500,19500,19100,1600,20700,16500,-121.743315,36.93600289,-121.743315,36.93600289
3117,3117,5,152, ,SCR, ,3.69, ,CARLTON/CASSERLY ROAD,1200,14400,10300,1100,13300,8400,-121.7274221,36.95612822,-121.7274221,36.95612822
3118,3118,5,152, ,SCR, ,8.29, ,SANTA CRUZ/SANTA CLARA COUNTY LINE,820,8800,7400, , , ,-121.7176657,36.99572023,-121.7176657,36.99572023
3119,3119,5,154, ,SB,R,0, ,JCT RTE 101, , , ,1300,15000,12500,-120.1583275,34.68797986,-120.1583275,34.68797986
3120,3120,5,154, ,SB,R,8.11, ,JCT. RTE. 246 WEST,1100,11500,9500,1100,12100,10000,-120.0546113,34.61025826,-120.0548527,34.61005004
3121,3121,5,154, ,SB, ,14.77, ,"ENTRANCE, LAKE CACHUMA COUNTY PARK",1400,15400,12700,1500,16100,13300,-119.9576217,34.57325275,-119.9576217,34.57325275
3122,3122,5,154, ,SB, ,23.38, ,STAGECOACH ROAD,1400,15300,12600,1500,15900,13100,-119.8307065,34.52250903,-119.8308108,34.52246179
3123,3123,5,154, ,SB, ,24.4, ,"SAN MARCOS PASS; CAMINO CIELO",1500,15900,13100,1700,17000,13900,-119.8234646,34.51028619,-119.8235567,34.51023867
3124,3124,5,154, ,SB,R,31.551, ,JCT. RTE. 192 EAST,2700,22100,18000,3200,22100,17900,-119.762351,34.45136152,-119.762351,34.45136152
3125,3125,5,154, ,SB,R,32.268, ,"SANTA BARBARA, JCT. RTE. 101",3000,23000,18000,2800,23500,19000,-119.7599932,34.44148056,-119.7599932,34.44148056
3126,3126,5,154, ,SB, ,32.285, ,JCT. RTE. 101,2500,24300,19700,3800,26000,21200,-119.7599996,34.44123817,-119.7599996,34.44123817
3127,3127,5,154, ,SB, ,32.84, ,STATE STREET AND NB 101 RAMPS,3800,26000,21000, , , ,-119.7541,34.440348,-119.7541,34.440348
3128,3128,5,156, ,MON,R,0.167, ,JCT. RTE. 1, , , ,2800,36000,31000,-121.7656304,36.75303485,-121.7650374,36.75233848
3129,3129,5,156, ,MON,R,1.109, ,JCT. RTE. 183,3000,36000,31000,2800,38500,32200,-121.752321,36.761504,-121.75215,36.761381
3130,3130,5,156, ,MON,T,5.185, ,SOUTH JCT. RTE. 101,2600,38500,31500,2200,33500,28500,-121.6675637,36.78958568,-121.6675637,36.78958568
3131,3131,5,156, ,SBT, ,3.022, ,ALAMEDA STREET,3500,37000,33400,3800,40000,37000,-121.5336255,36.84072813,-121.533574,36.84058342
3132,3132,5,156, ,SBT, ,7.246, ,UNION/MITCHELL ROADS,3800,40000,37000,3300,33500,31000,-121.4578304,36.842402,-121.4578304,36.842402
3133,3133,5,156, ,SBT,R,11.369, ,"HOLLISTER, JCT RTE 25",3900,33000,25000,2400,21100,19100,-121.42739,36.895641,-121.42739,36.895641
3134,3134,5,156, ,SBT,R,13.215, ,SAN FELIPE RD,2500,20600,17400,3000,22900,19000,-121.4039152,36.90785992,-121.4039152,36.90785992
3135,3135,5,156, ,SBT,R,16.536, ,FAIRVIEW ROAD,3000,22900,19000,2600,24500,20100,-121.388169,36.933085,-121.388169,36.933085
3136,3136,5,156, ,SBT,R,18.43, ,SAN BENITO/SANTA CLARA COUNTY LINE,2700,25500,21300, , , ,-121.3835986,36.95963086,-121.3835957,36.95970249
3137,3137,5,166, ,SB, ,0, ,"GUADALUPE, JCT. RTE. 1", , , ,970,11100,10500,-120.5740143,34.95756399,-120.5740143,34.95756399
3138,3138,5,166, ,SB, ,3.745, ,BONITA SCHOOL ROAD,940,10400,10200,1600,17500,17200,-120.5084614,34.95696293,-120.5084614,34.95696293
3139,3139,5,166, ,SB, ,4.817, ,BLACK ROAD,1600,17600,17300,1600,17300,17000,-120.489615,34.955352,-120.489615,34.955352
3140,3140,5,166, ,SB, ,6.87, ,"SANTA MARIA, BLOSSER ROAD",1300,14100,13800,1400,15700,15400,-120.4537051,34.95336277,-120.453702,34.95325333
3141,3141,5,166, ,SB, ,7.87, ,"SANTA MARIA, JCT. RTE. 135",2000,18700,18200,2100,22600,22200,-120.4358873,34.95320613,-120.4358897,34.95306449
3142,3142,5,166, ,SB, ,8.927, ,"SANTA MARIA, JCT. RTE. 101",2300,26000,25100,380,3500,3200,-120.4172608,34.95304826,-120.4172669,34.95294442
3143,3143,5,166, ,SLO, ,13.511, ,SUEY ROAD,550,4900,4500,380,3400,3100,-120.3602047,35.00324818,-120.3602047,35.00324818
3144,3144,5,166, ,SB,R,24.1, ,TEPESQUET ROAD,180,1600,1500,330,3000,2700,-120.2080143,35.02225294,-120.2080143,35.02225294
3145,3145,5,166, ,SLO,R,51.09, ,SAN LUIS OBISPO/SANTA BARBARA COUNTY LINE,330,3000,2700, , , ,-119.8868508,35.04048905,-119.8868508,35.04048905
3146,3146,5,166, ,SB,R,51.09, ,SAN LUIS OBISPO/SANTA BARBARA COUNTY LINE, , , ,390,3300,3100,-119.8868508,35.04048905,-119.8868508,35.04048905
3147,3147,5,166, ,SB, ,64.3, ,PERKINS ROAD,420,3700,3400,370,3300,3000,-119.6917117,34.94896801,-119.6917117,34.94896801
3148,3148,5,166, ,SB, ,66.58, ,BELL ROAD,920,8200,7500,290,3500,3200,-119.6528083,34.94145823,-119.6527085,34.94144194
3149,3149,5,166, ,SB,R,70.141, ,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,470,3900,3800, , , ,-119.5917576,34.93366093,-119.5917576,34.93366093
3150,3150,5,166, ,SLO,R,70.141, ,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE, , , ,470,3900,3800,-119.5917576,34.93366093,-119.5917576,34.93366093
3151,3151,5,166, ,SLO, ,74.718, ,"MARICOPA, JCT. RTE. 33",380,3200,3100, , , ,-119.5120691,34.93627224,-119.5120691,34.93627224
3152,3152,5,183, ,MON, ,0, ,"SALINAS, JCT. RTE. 101", , , ,3600,55000,48300,-121.6525207,36.68693829,-121.6531879,36.68728504
3153,3153,5,183, ,MON,R,1.821, ,"SALINAS, WEST CITY LIMITS",1600,20700,17700,1500,19700,10800,-121.6731203,36.68408039,-121.6730667,36.68417647
3154,3154,5,183, ,MON,R,7.651, ,ESPINOSA ROAD,1400,18500,15800,1500,19000,16200,-121.740275,36.745023,-121.740275,36.745023
3155,3155,5,183, ,MON, ,9.006, ,"CASTROVILLE, JCT. RTE. 156",1900,34500,28400,2500,31500,26600,-121.7523087,36.76139814,-121.7522415,36.76153436
3156,3156,5,183, ,MON, ,9.98, ,"NORTH, CASTROVILLE, JCT. RTE. 1",1300,16800,14400, , , ,-121.765401,36.770801,-121.765401,36.770801
3157,3157,5,192, ,SB,R,0.019, ,JCT. RTE. 154, , , ,1500,13800,13300,-119.762416,34.45142258,-119.7623707,34.45129409
3158,3158,5,192, ,SB, ,0.18, ,CIENEGITAS AVENUE,2500,13800,13300,2500,13900,13400,-119.7598122,34.45145204,-119.7598122,34.45145204
3159,3159,5,192, ,SB, ,1.64, ,"SANTA BARBARA, ONTARE ROAD",2200,12000,11600,2200,12200,11800,-119.7378908,34.45047992,-119.7378908,34.45047992
3160,3160,5,192, ,SB, ,4.15, ,"SANTA BARBARA, MOUNTAIN DRIVE",630,3500,3400,370,2100,2000,-119.6967827,34.44501361,-119.6967827,34.44501361
3161,3161,5,192, ,SB, ,5.99, ,"SANTA BARBARA, JCT. RTE. 144 SOUTH",520,2900,2800,480,2700,2600,-119.6744601,34.44306783,-119.6744601,34.44306783
3162,3162,5,192, ,SB, ,8.28, ,HOT SPRINGS ROAD,990,5500,5300,2300,12900,12400,-119.6415094,34.4359492,-119.6415094,34.4359492
3163,3163,5,192, ,SB, ,8.82, ,SAN YSIDRO ROAD,2100,11600,11200,1800,9400,9100,-119.6320679,34.43697291,-119.6320679,34.43697291
3164,3164,5,192, ,SB, ,10.74, ,SHEFFIELD DRIVE,1000,5700,5500,600,3300,3200,-119.6013437,34.43604324,-119.6013437,34.43604324
3165,3165,5,192, ,SB, ,11.8, ,FREEHAVEN DRIVE,560,3100,3000,390,2200,2100,-119.5828658,34.43624994,-119.5828658,34.43624994
3166,3166,5,192, ,SB, ,12.48, ,TORO CANYON ROAD,390,2200,2100,840,4700,4500,-119.5716142,34.4347266,-119.5716142,34.4347266
3167,3167,5,192, ,SB, ,12.49, ,TORO CANYON CREEK,280,1700,1400,250,1500,1300,-119.5714768,34.43463452,-119.5714768,34.43463452
3168,3168,5,192, ,SB, ,17.44, ,"CARPINTERIA, LINDEN AVENUE",580,3200,3100,1100,4600,4400,-119.5148497,34.40782788,-119.5148497,34.40782788
3169,3169,5,192, ,SB, ,21.03, ,JCT RTE 150/192,1200,6000,4800, , , ,-119.4629158,34.39098438,-119.4629158,34.39098438
3170,3170,5,198, ,MON,R,0.111, ,"SAN LUCAS, JCT. RTE. 101", , , ,370,4300,3400,-121.0233534,36.12205588,-121.0233534,36.12205588
3171,3171,5,198, ,MON, ,0.5, ,"SAN LUCAS, EAST",330,3600,3000,130,1500,1200,-121.0123321,36.13111769,-121.0123321,36.13111769
3172,3172,5,198, ,MON, ,13.995, ,JCT. RTE. 25 NORTH,140,1600,1300,150,1700,1400,-120.8211847,36.18723015,-120.8211847,36.18723015
3173,3173,5,198, ,MON, ,25.786, ,MONTEREY/FRESNO COUNTY LINE,170,1700,1500, , , ,-120.6645617,36.16732157,-120.6645617,36.16732157
3174,3174,5,217, ,SB, ,0.464, ,"ENTRANCE, UC SANTA BARBARA", , , ,1500,13500,12000,-119.837256,34.41583206,-119.837256,34.41583206
3175,3175,5,217, ,SB, ,0.93, ,"SANTA BARBARA, SANDSPIT ROAD",1400,13500,12000,1500,14500,12900,-119.8311976,34.41968028,-119.8311469,34.41971699
3176,3176,5,217, ,SB, ,2.232, ,HOLLISTER AVENUE,1500,14500,12900,2000,18500,16400,-119.8181364,34.43519693,-119.817963,34.43517909
3177,3177,5,217, ,SB, ,2.756, ,JCT. RTE. 101,2100,19600,17400,2200,20000,18000,-119.8130068,34.44145527,-119.8127748,34.44106735
3178,3178,5,217, ,SB, ,2.989, ,END INDEP ALIGN AT RTE 101,2300,21500,19100, , , ,-119.8087458,34.44206422,-119.8088181,34.44180281
3179,3179,5,218, ,MON,R,0, ,"SEASIDE, JCT. RTE. 1", , , ,2100,26000,24000,-121.8578851,36.61019928,-121.8578851,36.61019928
3180,3180,5,218, ,MON,R,0.22, ,EAST OF DEL MONTE EASTBOUND,2100,26000,24000,1200,17000,13500,-121.855761,36.60762777,-121.8559375,36.60755291
3181,3181,5,218, ,MON,L,0.92, ,FREMONT BOULEVARD,1200,16900,13600,2300,26500,21300,-121.8507875,36.59891293,-121.8507875,36.59891293
3182,3182,5,218, ,MON, ,0.1, ,DEL REY OAKS,2300,26500,21300,1600,20100,16300,-121.8495266,36.59781238,-121.8495266,36.59781238
3183,3183,5,218, ,MON, ,1.956, ,"DEL REY OAKS, JCT. RTE. 68",1400,18700,15100, , , ,-121.8279579,36.58090343,-121.8279579,36.58090343
3184,3184,5,227, ,SLO, ,0.971, ,BEGIN  ROUTE, , , ,620,5300,4900,-120.5706337,35.12800124,-120.5706337,35.12800124
3185,3185,5,227, ,SLO, ,1.428, ,"ARROYO GRANDE, CORBETT CANYON ROAD",540,4600,4300,540,4600,4300,-120.5700877,35.1341576,-120.5700877,35.1341576
3186,3186,5,227, ,SLO, ,1.45, ,TALLEY HO RD,540,4600,4300,400,3400,3200,-120.5704742,35.134404,-120.5704742,35.134404
3187,3187,5,227, ,SLO, ,1.49, ,"ARROYO GRANDE, PRINTZ ROAD",400,3400,3200,290,2500,2300,-120.571177,35.134852,-120.571177,35.134852
3188,3188,5,227, ,SLO, ,2.59, ,PHILLIPS RD,250,2100,2000,240,2000,1900,-120.573906,35.148581,-120.573906,35.148581
3189,3189,5,227, ,SLO, ,4.28, ,NOYES RD,230,1900,1800,870,7400,6900,-120.5823336,35.16894533,-120.5823336,35.16894533
3190,3190,5,227, ,SLO, ,5.857, ,CORBETT CANYON LANDFILL,970,8300,7700,830,7100,6600,-120.599227,35.18578406,-120.599227,35.18578406
3191,3191,5,227, ,SLO,R,6.7, ,CORBETT CYN RD - RT,850,7500,7000,900,8000,7500,-120.6029361,35.19683919,-120.6029361,35.19683919
3192,3192,5,227, ,SLO, ,7.12, ,"EDNA, PRICE CANYON ROAD",970,8300,7700,1800,15400,14600,-120.6088971,35.20069061,-120.6088971,35.20069061
3193,3193,5,227, ,SLO,R,8.249, ,BIDDLE RANCH ROAD,1800,15400,14600,1800,15100,14300,-120.61633,35.21490485,-120.6162398,35.21490586
3194,3194,5,227, ,SLO,R,9.367, ,CRESTMONT DRIVE,2100,17900,17000,2000,16900,16000,-120.627837,35.22742033,-120.627762,35.2274703
3195,3195,5,227, ,SLO,R,10.239, ,WOODS ANIMAL SHELTER,2100,19000,18000,2600,15000,13000,-120.6335534,35.23618178,-120.6334738,35.23625252
3196,3196,5,227, ,SLO,R,10.264, ,END OF ROUTE,2600,15000,13000, , , ,-120.6337653,35.2364955,-120.6337653,35.2364955
3197,3197,5,229, ,SLO, ,0, ,JCT. RTE. 58, , , ,60,240,180,-120.546844,35.4237802,-120.546844,35.4237802
3198,3198,5,229, ,SLO, ,9.16, ,JCT. RTE. 41,570,9800,6700, , , ,-120.526143,35.534344,-120.526143,35.534344
3199,3199,5,236, ,SCR, ,0, ,"BOULDER CREEK, JCT. RTE. 9", , , ,940,8500,8400,-122.1223016,37.12538238,-122.1223016,37.12538238
3200,3200,5,236, ,SCR, ,2.67, ,JAMISON CREEK ROAD,330,3700,3000,340,3800,3000,-122.1578695,37.14623953,-122.1578695,37.14623953
3201,3201,5,236, ,SCR, ,8.74, ,SOUTH BOUNDARY BIG BASIN REDWOODS STATE PARK,110,720,560,110,720,560,-122.2120211,37.16843965,-122.2120211,37.16843965
3202,3202,5,236, ,SCR, ,9.321, ,GOVERNOR'S CAMP,80,380,280,80,380,280,-122.2216799,37.16882869,-122.2216799,37.16882869
3203,3203,5,236, ,SCR, ,12.72, ,EAST BOUNDARY BIG BASIN REDWOODS STATE PARK,80,380,280,80,540,390,-122.1961666,37.19652742,-122.1961666,37.19652742
3204,3204,5,236, ,SCR, ,17.67, ,"JUNCTION ROUTE 9, END OF ROUTE",200,1600,1000, , , ,-122.1566933,37.21154151,-122.1566933,37.21154151
3205,3205,5,246, ,SB, ,8.302, ,"LOMPOC, WEST CITY LIMITS", , , ,340,3200,3100,-120.4799001,34.63912099,-120.4799001,34.63912099
3206,3206,5,246, ,SB, ,9.55, ,"LOMPOC, JCT. RTE. 1",830,9200,9000,1000,11200,10900,-120.4578731,34.63899048,-120.4578731,34.63899048
3207,3207,5,246, ,SB,R,20.846, ,DOMINGUS ROAD,360,4100,4000,310,3600,3500,-120.278145,34.62914818,-120.2781452,34.62914823
3208,3208,5,246, ,SB, ,26.286, ,"BUELLTON, JCT. RTE. 101",1700,19500,19000,2600,30000,25800,-120.1901855,34.61216352,-120.1901842,34.612163
3209,3209,5,246, ,SB, ,29.233, ,"SOLVANG, FIFTH STREET",2400,25500,24700,1900,20300,19800,-120.1453104,34.59601582,-120.1453104,34.59601582
3210,3210,5,246, ,SB, ,30.28, ,ALAMO PINTADO ROAD,2000,21200,20700,2000,21500,21000,-120.1285554,34.59868241,-120.1285554,34.59868241
3211,3211,5,246, ,SB,R,34.601, ,"SANTA YNEZ, JCT. RTE. 154",1100,13200,11000, , , ,-120.0548527,34.61005004,-120.0548527,34.61005004
3212,3212,6,5, ,KER,R,0, ,LOS ANGELES/KERN COUNTY LINE, , , ,9000,93000,79000,-118.8818998,34.81782206,-118.8815791,34.81778826
3213,3213,6,5, ,KER, ,1.612, ,LEBEC ROAD,9400,97000,83000,9400,97000,83000,-118.8636794,34.83575036,-118.8633527,34.83570654
3214,3214,6,5, ,KER, ,5.02, ,FORT TEJON/DIGIER ROADS,9400,97000,83000,9400,97000,83000,-118.8949388,34.87686119,-118.8947986,34.87699056
3215,3215,6,5, ,KER, ,5.152,R,BEGIN RIGHT ALIGN, , , ,4750,49500,41500,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-118.8964781,34.87816419
3216,3216,6,5, ,KER, ,10.153,R,GRAPEVINE,4750,49500,41500,4750,49500,41500,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-118.9295129,34.93911059
3217,3217,6,5, ,KER, ,10.408,R,END RIGHT ALIGN,4750,49500,41500, , , ,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-118.9313129,34.94262084
3218,3218,6,5, ,KER, ,5.152,L,BEGIN LEFT ALIGN, , , ,4750,49500,41500,-118.8966065,34.87804509,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
3219,3219,6,5, ,KER, ,10.153,L,GRAPEVINE,4750,49500,41500,4750,49500,41500,-118.9307211,34.93880851,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
3220,3220,6,5, ,KER, ,10.408,L,END LEFT ALIGN,4750,49500,41500, , , ,-118.9315708,34.94255096,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
3221,3221,6,5, ,KER, ,13.523, ,WHEELER RIDGE ROAD,9600,99000,85000,10000,99000,88000,-118.9453664,34.98620884,-118.9451847,34.98648177
3222,3222,6,5, ,KER,R,15.076,R,BEG RTE 5 CONN RT LNS, , , ,2100,22500,18700,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-118.9518536,35.00825624
3223,3223,6,5, ,KER,R,15.858,R,JCT. RTE. 99 NORTH,2100,22500,18700,2100,22600,18700,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-118.9554919,35.01856238
3224,3224,6,5, ,KER, ,16.317,R,END RIGHT ALIGN,2100,22600,18700, , , ,Left Skipped - Input PM on Right Ind. Alignment,Left Skipped - Input PM on Right Ind. Alignment,-118.9611705,35.02323802
3225,3225,6,5, ,KER,R,15.076,L,BEGIN LEFT ALIGN, , , ,2150,23300,19300,-118.9522966,35.00806643,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
3226,3226,6,5, ,KER, ,16.245,L,END LEFT ALIGNMENT,2150,23300,19300, , , ,-118.9616774,35.02320928,Right Skipped - Input PM on Left Ind. Alignment,Right Skipped - Input PM on Left Ind. Alignment
3227,3227,6,5, ,KER, ,19.612, ,JCT. RTE. 166,5700,45000,38000,5100,43500,37500,-118.9994218,35.05934038,-118.9989361,35.05934923
3228,3228,6,5, ,KER, ,29.073, ,OLD RIVER ROAD,5100,43500,37000,5100,43500,37000,-119.1107336,35.16135028,-119.1106209,35.16168899
3229,3229,6,5, ,KER, ,33.489, ,JCT. RTE. 223,5100,43500,37000,5500,45000,38500,-119.1631086,35.2091264,-119.1626374,35.20913273
3230,3230,6,5, ,KER, ,38.793, ,JCT. RTE. 119,5500,45000,38500,5600,47000,39500,-119.2248215,35.26709772,-119.2243015,35.26710089
3231,3231,6,5, ,KER, ,41.193, ,JCT. RTE. 43,5600,47000,39500,5600,46500,39000,-119.252514,35.29311552,-119.2525037,35.29356853
3232,3232,6,5, ,KER, ,47.546, ,STOCKDALE ROAD,5600,46500,39000,5400,49000,42000,-119.3362406,35.35493826,-119.3357194,35.3549618
3233,3233,6,5, ,KER, ,52.145, ,JCT. RTE. 58,5400,49000,42000,5600,47000,41000,-119.3975699,35.3988675,-119.397125,35.39894802
3234,3234,6,5, ,KER, ,56.642, ,7TH STANDARD ROAD,5600,47000,41000,5500,45500,40000,-119.4570512,35.44228721,-119.4565785,35.44233394
3235,3235,6,5, ,KER, ,58.006, ,ROWLEE ROAD,5500,45500,40000,6200,49000,44000,-119.4748913,35.45524925,-119.4748863,35.45564183
3236,3236,6,5, ,KER, ,62.605, ,LERDO AVENUE,6200,49000,44000,5900,48500,42500,-119.5353541,35.50026685,-119.5349519,35.50034016
3237,3237,6,5, ,KER, ,73.017, ,JCT. RTE. 46,5900,48500,42500,5200,42000,38000,-119.6534271,35.61621728,-119.6530442,35.61626454
3238,3238,6,5, ,KER, ,82.347, ,TWISSELMAN ROAD,5200,42000,38000,5300,39500,38000,-119.7395181,35.73191277,-119.7391082,35.73191027
3239,3239,6,5, ,KER, ,87.025, ,KERN/KINGS COUNTY LINE,5300,39500,38000, , , ,-119.7829379,35.79006223,-119.7825229,35.79008306
3240,3240,6,5, ,KIN, ,0, ,KERN/KINGS COUNTY LINE, , , ,5300,39500,38000,-119.7829379,35.79006223,-119.7825229,35.79008306
3241,3241,6,5, ,KIN, ,12.362, ,UTICA AVENUE,4550,39000,38000,5200,44000,38500,-119.9122394,35.93450781,-119.9118041,35.93453374
3242,3242,6,5, ,KIN, ,16.595, ,JCT. RTE. 41,5200,44000,38500,5500,44500,40000,-119.960447,35.98158326,-119.9602422,35.9818325
3243,3243,6,5, ,KIN, ,26.724, ,KINGS/FRESNO COUNTY LINE,5300,45000,39000, , , ,-120.0988793,36.07468955,-120.0983028,36.0747068
3244,3244,6,5, ,FRE, ,0, ,KINGS/FRESNO COUNTY LINE, , , ,5300,45000,39000,-120.0988793,36.07468955,-120.0983028,36.0747068
3245,3245,6,5, ,FRE, ,0.228, ,"JCT. RTE. 269, LASSEN AVENUE",5300,45000,39000,5300,46000,39500,-120.1020072,36.07658111,-120.102042,36.07697316
3246,3246,6,5, ,FRE, ,5.501, ,JAYNE AVENUE,5300,46000,39500,5300,46000,39500,-120.1590756,36.13772997,-120.1586551,36.13775855
3247,3247,6,5, ,FRE, ,14.873, ,JCT. RTE. 198,5300,46000,39500,5500,46500,41000,-120.2441751,36.25433483,-120.2437841,36.25435646
3248,3248,6,5, ,FRE, ,17.964, ,"JCT. RTE. 33 SOUTH, JCT. RTE. 145 NORTH",5500,46500,41000,5300,45500,40000,-120.2693283,36.29423062,-120.2690409,36.29441866
3249,3249,6,5, ,FRE, ,29.955, ,JCT. RTE. 33 NORTH,5300,45500,40000,5300,45500,40000,-120.3942006,36.43552391,-120.3940945,36.43591209
3250,3250,6,5, ,FRE, ,38.359, ,KAMM AVENUE,5300,45500,40000,5600,44000,41000,-120.4882521,36.53080002,-120.4878239,36.53088261
3251,3251,6,5, ,FRE, ,45.798, ,MANNING AVENUE,5600,44000,41000,5500,46000,41500,-120.5858949,36.60456114,-120.5853743,36.60458016
3252,3252,6,5, ,FRE, ,48.99, ,PANOCHE ROAD,5500,46000,41500,5300,48500,40500,-120.6229407,36.63939381,-120.622589,36.63951616
3253,3253,6,5, ,FRE, ,52.746, ,RUSSELL AVENUE,5300,48500,40500,5300,48500,40500,-120.6583644,36.68557561,-120.6582123,36.68594584
3254,3254,6,5, ,FRE, ,60.077, ,SHIELDS AVENUE,5300,48500,40500,5400,49000,41000,-120.7243395,36.77788081,-120.7239418,36.77791335
3255,3255,6,5, ,FRE, ,65.782, ,NEES AVENUE,5400,49000,41000,5700,52000,43500,-120.7741593,36.85030182,-120.7737375,36.85031509
3256,3256,6,5, ,FRE, ,66.159, ,FRESNO/MERCED COUNTY LINE,5700,52000,43500, , , ,-120.7773254,36.85488621,-120.7770569,36.8551169
3257,3257,6,33, ,KER, ,0, ,SAN LUIS OBISPO/KERN COUNTY LINE, , , ,500,4350,3700,-119.4725968,34.93794698,-119.4725968,34.93794698
3258,3258,6,33, ,KER,R,11.555, ,"MARICOPA, JCT. RTE. 166 EAST",510,5000,4200,430,4400,4200,-119.4010088,35.05842956,-119.4010088,35.05842956
3259,3259,6,33, ,KER, ,12.91, ,COUNTY ROAD P263,430,4300,4200,540,6200,5300,-119.4016169,35.07697916,-119.4016169,35.07697916
3260,3260,6,33, ,KER, ,17.889, ,"TAFT, JCT. RTE. 119 EAST",610,6200,5900,250,2350,2250,-119.4474624,35.13581753,-119.4474624,35.13581753
3261,3261,6,33, ,KER, ,18.33, ,"TAFT, FIRST STREET",530,5900,5300,870,9300,8700,-119.451907,35.140737,-119.451907,35.140737
3262,3262,6,33, ,KER, ,18.79, ,"TAFT, SIXTH STREET",780,8600,8300,1150,12000,11400,-119.4594624,35.143114,-119.4594624,35.143114
3263,3263,6,33, ,KER, ,19.129, ,LINCOLN/10TH STREETS,1150,13000,11300,610,6800,6100,-119.465141,35.144906,-119.465141,35.144906
3264,3264,6,33, ,KER, ,23.41, ,MIDWAY ROAD,260,3300,2600,410,3150,3050,-119.5274252,35.18014854,-119.5274252,35.18014854
3265,3265,6,33, ,KER, ,33.454, ,JCT. RTE. 58 WEST,400,3550,2900,390,3250,2950,-119.6255245,35.29669261,-119.6255245,35.29669261
3266,3266,6,33, ,KER, ,34.285, ,JCT. RTE. 58 EAST,390,3250,2950,190,1750,1450,-119.622316,35.308997,-119.622316,35.308997
3267,3267,6,33, ,KER, ,41.08, ,LOKERN ROAD (COUNTY ROAD P208),320,2600,2400,490,4100,3650,-119.6671833,35.40114968,-119.6671833,35.40114968
3268,3268,6,33, ,KER, ,44.085, ,LOST HILLS ROAD (COUNTY ROAD P213),490,4100,3650,600,4850,4250,-119.6894636,35.43751042,-119.6894636,35.43751042
3269,3269,6,33, ,KER,R,60.168, ,JCT. RTE. 46,300,2350,2100,420,2600,2300,-119.8676588,35.61499227,-119.8676588,35.61499227
