"iid","vid"
"90487_20180102","103142"
"2599_20180409","103132"
"71534_20180123","103139"
"2044_20180611","103103"
"85007_20170626","103119"
"1912_20190305","103120"
"4716_20180307","103114"
"64717_20180228","103131"
"236_20161017","103149"
"33920_20170927","103131"
"85696_20171204","103132"
"670_20190507","103142"
"80940_20180212","103157"
"1880_20180724","103124"
"85501_20171016","103131"
"70452_20170110","103144"
"999_20180924","103129"
"79525_20190429","103144"
"74168_20171121","103120"
"11416_20170703","103109"
"68390_20170918","103116"
"75637_20171018","103118"
"82878_20170726","103112"
"83570_20190509","103157"
"76725_20170206","103143"
"3076_20180523","103124"
"71783_20170804","103145"
"60334_20170510","103132"
"3870_20161129","103119"
"65672_20170828","103139"
"1724_20180507","103149"
"17750_20180108","103114"
"78426_20180103","103127"
"4935_20161020","103120"
"32925_20181205","103116"
"70452_20170110","103133"
"64116_20180110","103121"
"38427_20171025","103114"
"97259_20190506","103119"
"10373_20170715","103115"
"1381_20180719","103144"
"97259_20190506","103124"
"4959_20171114","103149"
"1005_20170713","103154"
"1085_20161209","103119"
"57552_20161116","103103"
"73955_20161129","103103"
"522_20170922","103156"
"69186_20180221","103132"
"77778_20170810","103119"
"86379_20170517","103160"
"76960_20170802","103136"
"84543_20170725","103161"
"32556_20180620","103149"
"78722_20180305","103109"
"81383_20170721","103103"
"86076_20161206","103154"
"3439_20180709","103124"
"3861_20190206","103143"
"83746_20170315","103131"
"7757_20170131","103145"
"519_20171212","103109"
"79565_20171108","103133"
"94739_20190520","103131"
"69249_20161025","103154"
"1954_20170920","103139"
"32579_20170918","103154"
"5211_20170505","103143"
"70132_20180117","103154"
"3122_20190509","103103"
"79598_20170313","103133"
"83824_20171023","103145"
"7761_20170523","103119"
"59520_20170126","103144"
"94654_20180326","103139"
"74084_20180130","103133"
"86765_20171127","103119"
"79156_20161228","103143"
"82231_20180201","103154"
"3439_20190529","103142"
"273_20180322","103102"
"83575_20170926","103109"
"83403_20170918","103132"
"75792_20170814","103154"
"86381_20171106","103133"
"78604_20170209","103143"
"78207_20171129","103127"
"78306_20170328","103156"
"87765_20170313","103150"
"80479_20171115","103124"
"86567_20171011","103156"
"93189_20171128","103131"
"89133_20170705","103119"
"91041_20170512","103119"
"84533_20161230","103149"
"33914_20180214","103152"
"63169_20161230","103156"
"83439_20180117","103149"
"71065_20190118","103105"
"5194_20180501","103129"
"5257_20180925","103142"
"38929_20190226","103142"
"63256_20180509","103156"
"68189_20180510","103142"
"81368_20171016","103120"
"2109_20170215","103132"
"79206_20170908","103154"
"85824_20171003","103131"
"92707_20180108","103154"
"77611_20170420","103131"
"87099_20161110","103149"
"10030_20190220","103124"
"86138_20180212","103119"
"81651_20171108","103161"
"74429_20180201","103119"
"10540_20190321","103120"
"2544_20190515","103142"
"18616_20190305","103124"
"4622_20190520","103120"
"77425_20171012","103131"
"60649_20170324","103154"
"3072_20180208","103129"
"3538_20190423","103144"
"121_20190308","103131"
"86261_20170331","103120"
"23704_20161007","103161"
"436_20180523","103149"
"14909_20190425","103139"
"32919_20170228","103138"
"2659_20180327","103103"
"81103_20170703","103124"
"84165_20170203","103119"
"94954_20190501","103119"
"88577_20180210","103103"
"90711_20170628","103105"
"3196_20180118","103161"
"2234_20161031","103134"
"87107_20170929","103118"
"61_20170124","103153"
"33837_20171017","103154"
"3892_20170621","103105"
"79206_20190514","103133"
"85258_20170530","103145"
"64236_20161025","103139"
"816_20170117","103133"
"76441_20190508","103157"
"5838_20180926","103119"
"16513_20180226","103105"
"64454_20181213","103133"
"67262_20170706","103120"
"70562_20161013","103150"
"75078_20171005","103162"
"23704_20171002","103129"
"69984_20180226","103144"
"73840_20171207","103109"
"78102_20170323","103103"
"88712_20170314","103149"
"90236_20171025","103131"
"67923_20181003","103131"
"1534_20161122","103120"
"3613_20171116","103157"
"32887_20190123","103124"
"57698_20170322","103149"
"85781_20180205","103152"
"81250_20171227","103143"
"86154_20171206","103149"
"33920_20170927","103118"
"61861_20171214","103139"
"85601_20190419","103120"
"62765_20161116","103103"
"45_20170307","103131"
"83588_20171129","103154"
"2836_20180612","103145"
"74240_20171010","103142"
"76546_20171101","103161"
"86486_20170829","103145"
"87099_20170808","103133"
"5816_20161108","103138"
"30532_20180731","103156"
"39606_20171213","103129"
"3115_20171206","103139"
"75681_20171017","103143"
"9164_20190513","103139"
"38307_20170711","103150"
"63601_20161007","103119"
"35659_20181015","103124"
"39606_20171213","103139"
"85697_20170707","103144"
"6860_20171214","103129"
"5180_20180205","103157"
"3392_20161017","103156"
"2807_20190118","103124"
"88382_20170601","103116"
"10377_20170424","103109"
"3262_20180507","103103"
"7206_20171003","103119"
"2758_20190508","103131"
"81839_20170222","103150"
"1090_20170504","103157"
"2358_20180111","103105"
"81866_20161011","103104"
"35852_20180205","103142"
"66704_20161101","103119"
"2555_20180507","103158"
"70914_20180820","103119"
"84418_20170509","103102"
"77098_20170824","103157"
"67567_20180228","103142"
"63082_20170824","103103"
"67564_20161108","103114"
"393_20180619","103145"
"2337_20190509","103124"
"80587_20171002","103133"
"2447_20180212","103118"
"3280_20180129","103162"
"3626_20180529","103161"
"34186_20170628","103150"
"3151_20171130","103154"
"2347_20181107","103149"
"86231_20161021","103120"
"83135_20161017","103103"
"1734_20190226","103131"
"79248_20180308","103119"
"703_20180417","103124"
"3738_20170821","103103"
"34910_20180306","103133"
"3674_20161014","103120"
"76876_20170814","103119"
"34585_20180208","103120"
"32919_20170228","103120"
"36861_20171219","103154"
"6521_20171219","103139"
"75892_20180209","103109"
"5875_20170919","103105"
"87517_20170504","103144"
"86160_20171117","103124"
"3948_20180308","103120"
"86073_20170302","103133"
"24025_20180817","103129"
"83403_20170918","103120"
"5975_20180206","103161"
"2326_20190225","103132"
"84543_20180131","103144"
"542_20190131","103120"
"63755_20180717","103144"
"61187_20190307","103144"
"82635_20171204","103145"
"84256_20170926","103109"
"76914_20161209","103133"
"83570_20190509","103120"
"92537_20190516","103131"
"69584_20170103","103124"
"86166_20171115","103139"
"91847_20180208","103133"
"80253_20170110","103105"
"82653_20170926","103144"
"76437_20171228","103161"
"35852_20170801","103119"
"84863_20170526","103138"
"13062_20170926","103144"
"4231_20180618","103177"
"70838_20180111","103105"
"7748_20170125","103154"
"25301_20161221","103157"
"3072_20180208","103131"
"33591_20180116","103154"
"4868_20170706","103144"
"91802_20180228","103139"
"2709_20180501","103133"
"2659_20190416","103177"
"82176_20170714","103116"
"2279_20180622","103124"
"33920_20180222","103133"
"61206_20181001","103131"
"35786_20171128","103154"
"84887_20161101","103109"
"75850_20170824","103149"
"89772_20180320","103156"
"1103_20161129","103161"
"7488_20190416","103120"
"32654_20190109","103109"
"1232_20171023","103154"
"1347_20181106","103138"
"13623_20190110","103138"
"69489_20170912","103120"
"1978_20161017","103142"
"74149_20161207","103119"
"7755_20170816","103162"
"36745_20170803","103102"
"16441_20171120","103102"
"66336_20180321","103114"
"79052_20170223","103139"
"80361_20190529","103154"
"92983_20180228","103145"
"83648_20171218","103114"
"86562_20161215","103138"
"90221_20170830","103124"
"85917_20170816","103105"
"84517_20171213","103151"
"75468_20161213","103120"
"77913_20170830","103139"
"81839_20170222","103154"
"80682_20180118","103154"
"31568_20190227","103161"
"76950_20161130","103154"
"88139_20161121","103133"
"76950_20161130","103139"
"5281_20170320","103124"
"90212_20180125","103139"
"81471_20171011","103138"
"74027_20161128","103150"
"74191_20170925","103114"
"80236_20170809","103142"
"71780_20171128","103124"
"82416_20170518","103149"
"69595_20170428","103124"
"6948_20170411","103133"
"2234_20171129","103144"
"5033_20170104","103156"
"63773_20190311","103103"
"83805_20180222","103144"
"7216_20170502","103116"
"2589_20171023","103139"
"6863_20180730","103120"
"5268_20170320","103154"
"36571_20170818","103129"
"7661_20171127","103131"
"69244_20181207","103124"
"7534_20171207","103152"
"65831_20170726","103142"
"77108_20171207","103124"
"37038_20170131","103149"
"5552_20170815","103120"
"10332_20171002","103156"
"38072_20190430","103119"
"8202_20180131","103132"
"62069_20180919","103157"
"86180_20161205","103144"
"65549_20170518","103153"
"78241_20171115","103124"
"63016_20180524","103112"
"619_20170118","103121"
"66874_20170315","103131"
"2418_20190321","103147"
"39052_20170124","103144"
"7407_20190104","103139"
"66280_20180216","103142"
"83369_20171117","103133"
"81894_20170821","103114"
"92119_20180202","103149"
"4685_20170712","103156"
"59331_20190130","103116"
"68158_20170905","103161"
"71657_20171010","103133"
"82058_20171101","103131"
"89969_20180228","103139"
"87079_20170313","103149"
"37879_20170810","103129"
"84889_20170629","103116"
"85363_20161128","103119"
"83403_20180312","103120"
"88760_20171218","103149"
"77532_20170306","103145"
"79272_20180108","103130"
"78075_20170627","103149"
"28169_20161206","103156"
"85327_20171017","103124"
"72164_20161024","103132"
"70856_20170913","103127"
"99740_20190425","103133"
"84547_20170213","103139"
"3206_20190520","103119"
"5074_20180614","103154"
"69403_20180501","103103"
"86829_20171129","103120"
"83005_20170928","103127"
"70960_20180601","103103"
"4671_20180604","103157"
"79248_20170919","103139"
"7759_20170321","103103"
"2109_20170215","103139"
"5257_20180925","103161"
"2863_20180502","103124"
"90950_20190509","103156"
"87927_20171128","103139"
"87447_20180226","103120"
"83369_20170309","103154"
"79248_20170919","103103"
"79654_20170831","103161"
"86933_20161205","103144"
"69885_20170426","103119"
"79025_20161011","103153"
"57653_20170722","103147"
"24431_20171213","103124"
"88326_20170207","103105"
"83808_20190502","103154"
"81956_20170111","103144"
"83808_20190502","103114"
"79805_20170828","103120"
"86283_20170719","103148"
"93189_20171128","103154"
"89988_20171121","103150"
"84171_20161222","103119"
"86277_20170802","103109"
"82932_20170125","103119"
"83135_20180116","103132"
"72176_20170207","103149"
"97296_20190423","103124"
"87780_20171211","103161"
"80887_20180215","103144"
"80069_20161029","103148"
"68428_20190424","103138"
"68768_20180314","103118"
"81328_20171208","103154"
"75649_20170810","103156"
"90255_20180122","103150"
"76503_20180110","103144"
"7033_20170208","103120"
"38427_20171025","103120"
"4607_20170228","103151"
"3440_20190319","103119"
"80315_20170706","103149"
"2110_20180205","103139"
"70017_20161011","103120"
"61093_20180108","103124"
"80112_20171227","103145"
"3121_20190214","103124"
"90588_20170413","103144"
"90428_20170217","103144"
"78105_20161221","103157"
"6654_20170822","103156"
"6625_20180108","103157"
"86294_20170612","103144"
"78844_20171010","103144"
"94542_20180309","103147"
"76886_20170425","103119"
"72004_20171004","103133"
"92187_20170823","103139"
"5927_20170223","103119"
"5463_20170424","103145"
"77681_20180301","103139"
"5530_20171130","103109"
"78172_20180213","103131"
"74594_20161005","103119"
"5281_20170320","103119"
"87942_20180124","103119"
"71510_20190412","103103"
"87778_20171113","103142"
"85097_20161102","103133"
"89686_20180227","103119"
"92409_20170925","103156"
"78070_20170117","103119"
"69885_20171221","103156"
"1362_20180426","103124"
"7755_20180904","103154"
"5634_20161011","103149"
"88760_20171218","103160"
"71154_20170828","103154"
"2189_20170925","103133"
"77580_20171227","103119"
"84656_20190429","103139"
"6619_20170104","103144"
"82636_20170202","103129"
"68173_20180108","103161"
"91561_20170808","103120"
"33468_20161004","103131"
"7765_20170519","103120"
"2156_20170125","103157"
"2898_20180412","103149"
"77548_20170110","103144"
"1830_20181211","103131"
"36348_20170112","103149"
"65139_20190426","103119"
"670_20181009","103119"
"10373_20181120","103157"
"67564_20170804","103144"
"7491_20170111","103138"
"16784_20170331","103120"
"60823_20171113","103133"
"3690_20190311","103105"
"78844_20180925","103161"
"1757_20170928","103142"
"539_20190516","103119"
"71910_20171030","103141"
"68696_20180731","103124"
"587_20180131","103124"
"4614_20171129","103119"
"3102_20180605","103144"
"72176_20170207","103102"
"37090_20170629","103105"
"63755_20161007","103119"
"6965_20181219","103131"
"64723_20170125","103144"
"64938_20180227","103109"
"3895_20170824","103103"
"78472_20161116","103141"
"36589_20180604","103132"
"99085_20190501","103120"
"2279_20190207","103145"
"509_20180314","103114"
"62708_20170104","103131"
"84582_20170919","103103"
"2538_20170608","103144"
"76914_20161209","103154"
"62632_20170111","103133"
"78406_20170125","103124"
"496_20190513","103139"
"1617_20181127","103144"
"85935_20170925","103120"
"36786_20190404","103152"
"64501_20170501","103114"
"273_20180322","103120"
"7537_20180709","103133"
"78075_20161012","103145"
"83097_20171129","103161"
"5881_20190307","103119"
"1081_20171106","103121"
"78196_20180112","103124"
"81956_20170111","103119"
"17689_20170216","103124"
"2893_20180523","103142"
"84715_20161116","103129"
"68560_20190207","103149"
"36745_20170803","103103"
"2843_20170215","103133"
"92352_20171127","103119"
"87765_20170313","103144"
"2374_20180412","103109"
"58573_20161021","103154"
"34505_20170123","103139"
"68493_20161017","103133"
"33700_20171018","103120"
"68768_20170809","103142"
"1122_20161014","103131"
"79961_20170109","103154"
"7678_20170216","103131"
"4535_20180130","103156"
"87123_20170628","103103"
"972_20161109","103154"
"3393_20190319","103119"
"85480_20171023","103138"
"1111_20170302","103149"
"2659_20190416","103138"
"6619_20170104","103148"
"90733_20171022","103149"
"4935_20161020","103127"
"36687_20180924","103145"
"59727_20171030","103154"
"66656_20161027","103149"
"37651_20190103","103149"
"74453_20170110","103132"
"2384_20180104","103114"
"78075_20170627","103154"
"91531_20171129","103157"
"89758_20170301","103103"
"90708_20171221","103116"
"87539_20161121","103105"
"74759_20180306","103135"
"84469_20170622","103109"
"90709_20170808","103133"
"90895_20170814","103119"
"78985_20170906","103131"
"87202_20161217","103144"
"81894_20170721","103114"
"2615_20190301","103120"
"5221_20180824","103109"
"71067_20170221","103124"
"33914_20180214","103156"
"81349_20170905","103138"
"3394_20161031","103120"
"83135_20161017","103119"
"83571_20170210","103133"
"63447_20190412","103124"
"80237_20171024","103143"
"903_20190205","103116"
"32823_20171024","103142"
"81990_20170518","103109"
"85739_20170724","103153"
"37731_20180314","103149"
"45_20180529","103149"
"77442_20190424","103142"
"68130_20190517","103157"
"3122_20180607","103119"
"78501_20161220","103144"
"82134_20171128","103102"
"3016_20180507","103124"
"67448_20170126","103109"
"59289_20190401","103147"
